image,image_path,target_class,gt_count,csv_bucket,recomputed_bucket,bucket_match
0000249_00603_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_00603_d_0000003.jpg,van,3,3,3,True
0000249_01100_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_01100_d_0000004.jpg,car,5,4 or more,4 or more,True
0000249_01514_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_01514_d_0000005.jpg,truck,1,1,1,True
0000249_01635_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_01635_d_0000006.jpg,tricycle,1,1,1,True
0000249_02073_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_02073_d_0000007.jpg,truck,1,1,1,True
0000249_02468_d_0000008.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_02468_d_0000008.jpg,tricycle,1,1,1,True
0000249_02900_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_02900_d_0000009.jpg,van,1,1,1,True
0000249_03400_d_0000010.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_03400_d_0000010.jpg,car,19,4 or more,4 or more,True
0000249_03900_d_0000011.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_03900_d_0000011.jpg,truck,2,2,2,True
0000253_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000253_00001_d_0000001.jpg,bus,1,1,1,True
0000256_00715_d_0000019.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000256_00715_d_0000019.jpg,bus,3,3,3,True
0000256_02173_d_0000030.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000256_02173_d_0000030.jpg,car,6,4 or more,4 or more,True
0000263_02401_d_0000179.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000263_02401_d_0000179.jpg,car,9,4 or more,4 or more,True
0000269_00001_d_0000348.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000269_00001_d_0000348.jpg,tricycle,1,1,1,True
0000269_00201_d_0000349.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000269_00201_d_0000349.jpg,van,1,1,1,True
0000269_00601_d_0000351.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000269_00601_d_0000351.jpg,motor,1,1,1,True
0000271_00001_d_0000374.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_00001_d_0000374.jpg,awning-tricycle,1,1,1,True
0000271_00201_d_0000375.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_00201_d_0000375.jpg,awning-tricycle,3,3,3,True
0000271_00401_d_0000376.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_00401_d_0000376.jpg,truck,4,4 or more,4 or more,True
0000271_00601_d_0000377.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_00601_d_0000377.jpg,pedestrian,1,1,1,True
0000271_00801_d_0000378.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_00801_d_0000378.jpg,car,7,4 or more,4 or more,True
0000271_01201_d_0000379.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_01201_d_0000379.jpg,bicycle,1,1,1,True
0000271_01401_d_0000380.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_01401_d_0000380.jpg,van,2,2,2,True
0000271_01601_d_0000381.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_01601_d_0000381.jpg,car,6,4 or more,4 or more,True
0000271_02401_d_0000385.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_02401_d_0000385.jpg,motor,2,2,2,True
0000271_02601_d_0000386.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_02601_d_0000386.jpg,truck,4,4 or more,4 or more,True
0000271_03001_d_0000387.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_03001_d_0000387.jpg,van,1,1,1,True
0000271_03801_d_0000391.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_03801_d_0000391.jpg,van,2,2,2,True
0000271_04401_d_0000394.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_04401_d_0000394.jpg,truck,5,4 or more,4 or more,True
0000271_04801_d_0000396.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_04801_d_0000396.jpg,motor,1,1,1,True
0000271_05001_d_0000397.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_05001_d_0000397.jpg,car,4,4 or more,4 or more,True
0000271_05201_d_0000398.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_05201_d_0000398.jpg,pedestrian,2,2,2,True
0000271_05401_d_0000399.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_05401_d_0000399.jpg,van,2,2,2,True
0000271_05601_d_0000400.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_05601_d_0000400.jpg,truck,1,1,1,True
0000271_05801_d_0000401.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_05801_d_0000401.jpg,truck,1,1,1,True
0000271_06001_d_0000402.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_06001_d_0000402.jpg,tricycle,1,1,1,True
0000271_06201_d_0000403.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_06201_d_0000403.jpg,motor,11,4 or more,4 or more,True
0000271_06401_d_0000404.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_06401_d_0000404.jpg,bicycle,1,1,1,True
0000271_06601_d_0000405.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_06601_d_0000405.jpg,pedestrian,1,1,1,True
0000271_06801_d_0000406.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_06801_d_0000406.jpg,van,2,2,2,True
0000271_07001_d_0000407.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_07001_d_0000407.jpg,tricycle,1,1,1,True
0000271_07201_d_0000408.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_07201_d_0000408.jpg,bicycle,1,1,1,True
0000271_07401_d_0000409.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_07401_d_0000409.jpg,motor,1,1,1,True
0000273_05601_d_0000466.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000273_05601_d_0000466.jpg,truck,7,4 or more,4 or more,True
0000276_00001_d_0000507.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_00001_d_0000507.jpg,car,5,4 or more,4 or more,True
0000276_00401_d_0000509.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_00401_d_0000509.jpg,tricycle,1,1,1,True
0000276_00601_d_0000510.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_00601_d_0000510.jpg,awning-tricycle,1,1,1,True
0000276_01001_d_0000512.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_01001_d_0000512.jpg,van,1,1,1,True
0000276_01201_d_0000513.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_01201_d_0000513.jpg,car,4,4 or more,4 or more,True
0000276_01401_d_0000514.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_01401_d_0000514.jpg,van,1,1,1,True
0000276_01801_d_0000516.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_01801_d_0000516.jpg,truck,2,2,2,True
0000276_02201_d_0000518.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_02201_d_0000518.jpg,car,2,2,2,True
0000276_02401_d_0000519.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_02401_d_0000519.jpg,car,1,1,1,True
0000276_02601_d_0000520.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_02601_d_0000520.jpg,truck,4,4 or more,4 or more,True
0000276_02801_d_0000521.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_02801_d_0000521.jpg,truck,3,3,3,True
0000276_03001_d_0000522.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_03001_d_0000522.jpg,car,5,4 or more,4 or more,True
0000276_03201_d_0000523.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_03201_d_0000523.jpg,car,3,3,3,True
0000276_03401_d_0000524.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_03401_d_0000524.jpg,car,5,4 or more,4 or more,True
0000276_03601_d_0000525.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_03601_d_0000525.jpg,van,1,1,1,True
0000276_03801_d_0000526.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_03801_d_0000526.jpg,truck,8,4 or more,4 or more,True
0000276_04001_d_0000527.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_04001_d_0000527.jpg,bus,1,1,1,True
0000276_04201_d_0000528.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_04201_d_0000528.jpg,truck,10,4 or more,4 or more,True
0000276_04401_d_0000529.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_04401_d_0000529.jpg,truck,6,4 or more,4 or more,True
0000276_04601_d_0000530.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_04601_d_0000530.jpg,truck,1,1,1,True
0000276_04801_d_0000531.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_04801_d_0000531.jpg,truck,3,3,3,True
0000276_05001_d_0000532.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_05001_d_0000532.jpg,car,2,2,2,True
0000276_05201_d_0000533.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_05201_d_0000533.jpg,car,3,3,3,True
0000276_06001_d_0000537.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000276_06001_d_0000537.jpg,truck,1,1,1,True
0000277_00001_d_0000539.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_00001_d_0000539.jpg,motor,1,1,1,True
0000277_00201_d_0000540.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_00201_d_0000540.jpg,car,28,4 or more,4 or more,True
0000277_00401_d_0000541.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_00401_d_0000541.jpg,van,3,3,3,True
0000277_01401_d_0000546.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_01401_d_0000546.jpg,people,2,2,2,True
0000277_01601_d_0000547.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_01601_d_0000547.jpg,motor,2,2,2,True
0000277_01801_d_0000548.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_01801_d_0000548.jpg,truck,2,2,2,True
0000277_02001_d_0000549.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_02001_d_0000549.jpg,van,5,4 or more,4 or more,True
0000277_02201_d_0000550.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_02201_d_0000550.jpg,car,28,4 or more,4 or more,True
0000277_02401_d_0000551.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_02401_d_0000551.jpg,pedestrian,1,1,1,True
0000277_02601_d_0000552.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_02601_d_0000552.jpg,van,2,2,2,True
0000277_03201_d_0000554.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_03201_d_0000554.jpg,car,23,4 or more,4 or more,True
0000277_03401_d_0000555.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_03401_d_0000555.jpg,people,3,3,3,True
0000277_03601_d_0000556.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_03601_d_0000556.jpg,tricycle,1,1,1,True
0000277_04001_d_0000558.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_04001_d_0000558.jpg,pedestrian,3,3,3,True
0000277_04201_d_0000559.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_04201_d_0000559.jpg,pedestrian,2,2,2,True
0000277_04401_d_0000560.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_04401_d_0000560.jpg,truck,1,1,1,True
0000277_04601_d_0000561.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_04601_d_0000561.jpg,car,28,4 or more,4 or more,True
0000277_05001_d_0000562.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000277_05001_d_0000562.jpg,van,1,1,1,True
0000280_00001_d_0000612.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_00001_d_0000612.jpg,tricycle,1,1,1,True
0000280_00201_d_0000613.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_00201_d_0000613.jpg,bicycle,1,1,1,True
0000280_00401_d_0000614.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_00401_d_0000614.jpg,pedestrian,2,2,2,True
0000280_00601_d_0000615.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_00601_d_0000615.jpg,tricycle,1,1,1,True
0000280_00801_d_0000616.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_00801_d_0000616.jpg,people,4,4 or more,4 or more,True
0000280_01001_d_0000617.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_01001_d_0000617.jpg,pedestrian,1,1,1,True
0000280_01201_d_0000618.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_01201_d_0000618.jpg,van,2,2,2,True
0000280_01401_d_0000619.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_01401_d_0000619.jpg,pedestrian,5,4 or more,4 or more,True
0000280_01601_d_0000620.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_01601_d_0000620.jpg,people,1,1,1,True
0000280_01801_d_0000621.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_01801_d_0000621.jpg,car,17,4 or more,4 or more,True
0000280_02001_d_0000622.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_02001_d_0000622.jpg,bicycle,1,1,1,True
0000280_02201_d_0000623.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_02201_d_0000623.jpg,van,1,1,1,True
0000280_02401_d_0000624.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_02401_d_0000624.jpg,car,13,4 or more,4 or more,True
0000280_02601_d_0000625.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_02601_d_0000625.jpg,van,1,1,1,True
0000280_02801_d_0000626.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_02801_d_0000626.jpg,motor,2,2,2,True
0000280_03001_d_0000627.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_03001_d_0000627.jpg,van,6,4 or more,4 or more,True
0000280_03201_d_0000628.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_03201_d_0000628.jpg,bus,1,1,1,True
0000280_03401_d_0000629.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000280_03401_d_0000629.jpg,motor,1,1,1,True
0000283_00401_d_0000676.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000283_00401_d_0000676.jpg,car,3,3,3,True
0000283_00601_d_0000677.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000283_00601_d_0000677.jpg,truck,1,1,1,True
0000283_00801_d_0000678.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000283_00801_d_0000678.jpg,car,1,1,1,True
0000283_01001_d_0000679.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000283_01001_d_0000679.jpg,car,1,1,1,True
0000287_00001_d_0000759.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_00001_d_0000759.jpg,truck,1,1,1,True
0000287_00201_d_0000760.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_00201_d_0000760.jpg,motor,5,4 or more,4 or more,True
0000287_00401_d_0000761.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_00401_d_0000761.jpg,van,1,1,1,True
0000287_00601_d_0000762.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_00601_d_0000762.jpg,motor,1,1,1,True
0000287_00801_d_0000763.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_00801_d_0000763.jpg,awning-tricycle,1,1,1,True
0000287_01001_d_0000764.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_01001_d_0000764.jpg,tricycle,2,2,2,True
0000287_01201_d_0000765.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_01201_d_0000765.jpg,van,3,3,3,True
0000287_01401_d_0000766.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_01401_d_0000766.jpg,car,11,4 or more,4 or more,True
0000287_01601_d_0000767.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_01601_d_0000767.jpg,van,3,3,3,True
0000287_01801_d_0000768.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_01801_d_0000768.jpg,motor,1,1,1,True
0000287_02001_d_0000769.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_02001_d_0000769.jpg,van,2,2,2,True
0000287_02201_d_0000770.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_02201_d_0000770.jpg,car,11,4 or more,4 or more,True
0000287_02401_d_0000771.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_02401_d_0000771.jpg,van,1,1,1,True
0000287_02601_d_0000772.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_02601_d_0000772.jpg,awning-tricycle,1,1,1,True
0000287_02801_d_0000773.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_02801_d_0000773.jpg,truck,1,1,1,True
0000287_03001_d_0000774.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_03001_d_0000774.jpg,van,2,2,2,True
0000287_03401_d_0000776.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_03401_d_0000776.jpg,truck,1,1,1,True
0000287_04601_d_0000780.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_04601_d_0000780.jpg,van,2,2,2,True
0000287_04801_d_0000781.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_04801_d_0000781.jpg,truck,1,1,1,True
0000287_05001_d_0000782.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000287_05001_d_0000782.jpg,van,2,2,2,True
0000289_00001_d_0000811.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_00001_d_0000811.jpg,car,15,4 or more,4 or more,True
0000289_00201_d_0000812.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_00201_d_0000812.jpg,motor,3,3,3,True
0000289_00401_d_0000813.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_00401_d_0000813.jpg,bicycle,3,3,3,True
0000289_00601_d_0000814.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_00601_d_0000814.jpg,motor,3,3,3,True
0000289_00801_d_0000815.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_00801_d_0000815.jpg,awning-tricycle,1,1,1,True
0000289_01001_d_0000816.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_01001_d_0000816.jpg,tricycle,1,1,1,True
0000289_01201_d_0000817.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_01201_d_0000817.jpg,awning-tricycle,3,3,3,True
0000289_01401_d_0000818.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_01401_d_0000818.jpg,van,2,2,2,True
0000289_01601_d_0000819.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_01601_d_0000819.jpg,van,1,1,1,True
0000289_02001_d_0000821.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_02001_d_0000821.jpg,bicycle,2,2,2,True
0000289_02201_d_0000822.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_02201_d_0000822.jpg,car,13,4 or more,4 or more,True
0000289_02401_d_0000823.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_02401_d_0000823.jpg,car,15,4 or more,4 or more,True
0000289_02601_d_0000824.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_02601_d_0000824.jpg,motor,1,1,1,True
0000289_03001_d_0000826.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_03001_d_0000826.jpg,motor,3,3,3,True
0000289_03201_d_0000827.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_03201_d_0000827.jpg,motor,11,4 or more,4 or more,True
0000289_03401_d_0000828.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_03401_d_0000828.jpg,motor,4,4 or more,4 or more,True
0000289_03601_d_0000829.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_03601_d_0000829.jpg,car,14,4 or more,4 or more,True
0000289_03801_d_0000830.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_03801_d_0000830.jpg,car,11,4 or more,4 or more,True
0000289_04001_d_0000831.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_04001_d_0000831.jpg,van,3,3,3,True
0000289_04201_d_0000832.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_04201_d_0000832.jpg,people,1,1,1,True
0000289_04401_d_0000833.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_04401_d_0000833.jpg,car,10,4 or more,4 or more,True
0000289_04601_d_0000834.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_04601_d_0000834.jpg,awning-tricycle,1,1,1,True
0000289_04801_d_0000835.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_04801_d_0000835.jpg,pedestrian,10,4 or more,4 or more,True
0000289_05001_d_0000836.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_05001_d_0000836.jpg,motor,5,4 or more,4 or more,True
0000289_05201_d_0000837.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_05201_d_0000837.jpg,motor,7,4 or more,4 or more,True
0000289_05401_d_0000838.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_05401_d_0000838.jpg,bicycle,3,3,3,True
0000289_05601_d_0000839.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_05601_d_0000839.jpg,van,3,3,3,True
0000289_05801_d_0000840.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_05801_d_0000840.jpg,people,1,1,1,True
0000289_06001_d_0000841.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_06001_d_0000841.jpg,motor,5,4 or more,4 or more,True
0000289_06201_d_0000842.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_06201_d_0000842.jpg,pedestrian,4,4 or more,4 or more,True
0000289_06401_d_0000843.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_06401_d_0000843.jpg,bicycle,1,1,1,True
0000289_06601_d_0000844.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_06601_d_0000844.jpg,bicycle,2,2,2,True
0000289_06801_d_0000845.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_06801_d_0000845.jpg,van,1,1,1,True
0000289_07001_d_0000846.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_07001_d_0000846.jpg,car,22,4 or more,4 or more,True
0000289_07201_d_0000847.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000289_07201_d_0000847.jpg,truck,1,1,1,True
0000290_04001_d_0000867.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000290_04001_d_0000867.jpg,car,24,4 or more,4 or more,True
0000291_00001_d_0000868.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_00001_d_0000868.jpg,awning-tricycle,1,1,1,True
0000291_00201_d_0000869.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_00201_d_0000869.jpg,motor,1,1,1,True
0000291_00401_d_0000870.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_00401_d_0000870.jpg,car,12,4 or more,4 or more,True
0000291_00601_d_0000871.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_00601_d_0000871.jpg,truck,1,1,1,True
0000291_01001_d_0000873.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_01001_d_0000873.jpg,car,17,4 or more,4 or more,True
0000291_01201_d_0000874.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_01201_d_0000874.jpg,people,5,4 or more,4 or more,True
0000291_01401_d_0000875.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_01401_d_0000875.jpg,van,14,4 or more,4 or more,True
0000291_01601_d_0000876.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_01601_d_0000876.jpg,awning-tricycle,3,3,3,True
0000291_01801_d_0000877.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_01801_d_0000877.jpg,people,2,2,2,True
0000291_02001_d_0000878.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_02001_d_0000878.jpg,tricycle,5,4 or more,4 or more,True
0000291_02201_d_0000879.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_02201_d_0000879.jpg,bus,2,2,2,True
0000291_02601_d_0000881.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000291_02601_d_0000881.jpg,people,3,3,3,True
