image,image_path,target_class,gt_count,area_ratios,csv_bucket,recomputed_bucket,bucket_match
0000162_01058_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_01058_d_0000001.jpg,motor,3,"[0.001973, 0.001686, 0.001134, 0.000509, 0.000467, 0.000243, 0.000203, 0.000176, 9.5e-05, 6.2e-05, 5.8e-05, 4.6e-05]",3,3,True
0000163_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000163_00001_d_0000001.jpg,truck,5,"[0.020039, 0.013071, 0.004429, 0.003858, 0.001204]",4 or more,4 or more,True
0000163_00359_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000163_00359_d_0000001.jpg,van,1,[0.003997],1,1,True
0000165_04325_d_0000105.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000165_04325_d_0000105.jpg,bicycle,2,"[0.00176, 0.001178, 0.000725, 0.000608, 0.000463, 0.000389, 0.000328, 0.000289, 8.7e-05, 6.2e-05]",2,2,True
0000166_00558_d_0000118.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000166_00558_d_0000118.jpg,van,4,"[0.007293, 0.005823, 0.001329, 0.001019, 0.000404, 0.000192]",4 or more,4 or more,True
0000193_00000_d_0000103.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_00000_d_0000103.jpg,truck,1,[0.005914],1,1,True
0000193_01497_d_0000111.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_01497_d_0000111.jpg,van,2,"[0.00189, 0.00162]",2,2,True
0000193_01705_d_0000112.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_01705_d_0000112.jpg,awning-tricycle,2,"[0.002419, 0.001929, 0.000401]",2,2,True
0000193_01876_d_0000113.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_01876_d_0000113.jpg,car,9,"[0.011719, 0.008422, 0.008233, 0.005388, 0.00521, 0.003295, 0.001782, 0.001705, 0.001273, 0.00082]",4 or more,4 or more,True
0000193_02029_d_0000114.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02029_d_0000114.jpg,people,6,"[0.001944, 0.001466, 0.001389, 0.00135, 0.001256, 0.001003, 0.000671, 0.000509, 0.000509, 0.000463, 0.000424, 0.000417, 0.000382, 0.000382, 0.00037, 0.00037, 0.000367, 0.000361, 0.000312, 0.000311, 0.000309, 0.000309, 0.000295, 0.000295, 0.000295, 0.000289, 0.000262, 0.00023, 0.000216, 0.000162, 0.00015, 0.000139, 0.000127, 0.000116]",4 or more,4 or more,True
0000193_02212_d_0000115.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02212_d_0000115.jpg,car,1,"[0.005378, 0.000964, 0.00081, 0.00017]",1,1,True
0000193_02416_d_0000116.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02416_d_0000116.jpg,van,1,[0.001796],1,1,True
0000193_02606_d_0000117.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02606_d_0000117.jpg,motor,2,"[0.001674, 0.001154, 0.00099, 0.00081, 0.00081, 0.000772, 0.000347, 0.000347, 0.00033, 0.00026, 0.000201, 0.000162, 0.000162, 0.000154, 0.000154, 0.000127, 0.000116, 9.3e-05, 9.3e-05, 8.7e-05]",2,2,True
0000193_02725_d_0000118.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02725_d_0000118.jpg,motor,3,"[0.001613, 0.001119, 0.001082, 0.000953, 0.000926, 0.000671, 0.000648, 0.000403, 0.000309, 0.000243, 0.000176, 0.000176, 0.000135, 0.000135, 0.000122, 0.000116, 9.6e-05]",3,3,True
0000194_00000_d_0000119.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00000_d_0000119.jpg,tricycle,2,"[0.005068, 0.00108, 0.000648]",2,2,True
0000194_00200_d_0000120.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00200_d_0000120.jpg,motor,1,"[0.001235, 0.000675, 0.000666, 0.000637, 0.000573, 0.000552, 0.000432, 0.000424, 0.000424, 0.000309, 0.000212, 0.000201, 0.000176, 0.000162, 0.000135, 0.000127, 0.000116, 0.000116, 0.000116, 9.3e-05]",1,1,True
0000194_00399_d_0000121.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00399_d_0000121.jpg,people,1,"[0.0011, 0.000868, 0.00071, 0.000702, 0.000694, 0.000637, 0.000567, 0.00054, 0.00053, 0.00053, 0.000509, 0.000502, 0.000488, 0.000486, 0.000486, 0.000463, 0.000446, 0.000444, 0.000434, 0.000424, 0.000382, 0.000365, 0.000365, 0.000361, 0.000347, 0.000347, 0.00033, 0.000309, 0.000276, 0.000276, 0.00027, 0.000262, 0.00026, 0.000247, 0.000247, 0.000231, 0.000231, 0.000203, 0.000185, 0.000176, 0.000174, 0.000162, 0.000162, 0.000149, 0.000139, 0.000135, 0.000127, 0.000116, 0.000116, 0.000116, 9.6e-05, 9.6e-05, 5.4e-05, 3.9e-05, 2.3e-05]",1,1,True
0000194_00625_d_0000122.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00625_d_0000122.jpg,tricycle,4,"[0.005041, 0.003796, 0.003484, 0.003125, 0.000772, 0.000347]",4 or more,4 or more,True
0000194_00800_d_0000123.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00800_d_0000123.jpg,car,3,"[0.005349, 0.002859, 0.001343]",3,3,True
0000194_00998_d_0000124.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00998_d_0000124.jpg,car,4,"[0.007523, 0.005341, 0.004815, 0.001019]",4 or more,4 or more,True
0000194_01192_d_0000125.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_01192_d_0000125.jpg,van,1,[0.007608],1,1,True
0000196_04512_d_0000144.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000196_04512_d_0000144.jpg,motor,1,"[0.001276, 0.000415, 0.000415, 0.000385, 0.000344, 0.000295, 0.000286, 0.000277, 0.000253, 0.000251, 0.000234, 0.000208, 0.000183, 0.000181, 0.000149, 0.000127, 0.000116, 0.000101, 9.2e-05, 9.1e-05, 8.2e-05]",1,1,True
0000199_01269_d_0000166.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000199_01269_d_0000166.jpg,awning-tricycle,1,[0.001013],1,1,True
0000213_02500_d_0000240.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_02500_d_0000240.jpg,car,7,"[0.008201, 0.002411, 0.002099, 0.001897, 0.001588, 0.001534, 0.001057, 0.000865, 0.000785, 0.000686, 0.000669, 0.000597, 0.000588, 0.000577, 0.000572, 0.000565, 0.000548, 0.000538, 0.000536, 0.000461, 0.000458, 0.000415, 0.000387, 0.000384, 0.000359, 0.000334, 0.000334, 0.00031, 0.000303, 0.0003, 0.000288, 0.000279, 0.000246, 0.000225, 0.000216, 0.000202, 0.000188, 0.00015, 0.00015, 0.000148, 0.000127, 0.000125, 0.000125, 0.000106, 0.000106, 8.7e-05, 7.8e-05]",4 or more,4 or more,True
0000213_02965_d_0000241.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_02965_d_0000241.jpg,pedestrian,1,"[0.002038, 0.000894, 0.000387, 0.000381, 0.000296, 0.000242, 0.000233, 0.000195, 0.000192, 0.000146, 0.000127, 8.2e-05, 5.3e-05]",1,1,True
0000213_03478_d_0000242.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_03478_d_0000242.jpg,tricycle,2,"[0.006672, 0.00258, 0.000761, 0.000323]",2,2,True
0000213_03920_d_0000243.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_03920_d_0000243.jpg,bicycle,3,"[0.002846, 0.001653, 0.001251, 0.000556]",3,3,True
0000213_04405_d_0000244.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_04405_d_0000244.jpg,bicycle,1,[0.003532],1,1,True
0000213_04998_d_0000245.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_04998_d_0000245.jpg,tricycle,4,"[0.007439, 0.002205, 0.00148, 0.001237, 0.000162]",4 or more,4 or more,True
0000213_05340_d_0000246.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_05340_d_0000246.jpg,truck,1,[0.007505],1,1,True
0000213_05745_d_0000247.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_05745_d_0000247.jpg,tricycle,3,"[0.004126, 0.001648, 0.001615]",3,3,True
0000215_00000_d_0000256.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_00000_d_0000256.jpg,tricycle,2,"[0.004508, 0.004104, 0.000173, 9.5e-05, 7.7e-05]",2,2,True
0000215_00447_d_0000257.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_00447_d_0000257.jpg,van,5,"[0.006063, 0.003452, 0.001999, 0.001753, 0.001438, 0.000577, 0.000507]",4 or more,4 or more,True
0000215_00909_d_0000258.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_00909_d_0000258.jpg,van,7,"[0.014038, 0.00761, 0.003468, 0.003256, 0.002768, 0.002273, 0.001649, 0.000775]",4 or more,4 or more,True
0000215_01395_d_0000259.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_01395_d_0000259.jpg,tricycle,2,"[0.001491, 0.001209, 0.000834, 0.000626]",2,2,True
0000215_01869_d_0000260.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_01869_d_0000260.jpg,van,2,"[0.006857, 0.005869, 0.000719]",2,2,True
0000215_02319_d_0000261.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_02319_d_0000261.jpg,awning-tricycle,5,"[0.001245, 0.001205, 0.001177, 0.001142, 0.001009, 0.000882, 0.000864, 0.000807, 0.000745, 0.000721, 0.000701, 0.000673, 0.000649, 0.000623, 0.000597, 0.000444, 0.000404]",4 or more,4 or more,True
0000215_02667_d_0000262.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_02667_d_0000262.jpg,bicycle,1,"[0.001064, 0.000676]",1,1,True
0000215_02932_d_0000263.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_02932_d_0000263.jpg,van,4,"[0.004619, 0.00259, 0.002118, 0.001565, 0.000641]",4 or more,4 or more,True
0000215_03226_d_0000264.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_03226_d_0000264.jpg,van,1,"[0.002063, 0.000525]",1,1,True
0000216_00520_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000216_00520_d_0000001.jpg,car,24,"[0.001692, 0.001565, 0.001554, 0.001537, 0.001523, 0.00148, 0.001424, 0.001269, 0.001225, 0.0012, 0.001194, 0.001177, 0.001153, 0.001105, 0.00109, 0.00109, 0.001081, 0.001039, 0.001038, 0.001038, 0.001033, 0.001017, 0.001015, 0.001009, 0.000995, 0.000992, 0.000989, 0.000973, 0.000973, 0.000973, 0.000951, 0.000949, 0.00093, 0.00093, 0.000929, 0.000923, 0.000909, 0.000904, 0.000904, 0.000868, 0.00084, 0.000828, 0.000827, 0.000804, 0.000788, 0.000788, 0.000752, 0.000749, 0.000311, 0.000262]",4 or more,4 or more,True
0000220_01242_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000220_01242_d_0000004.jpg,bus,1,"[0.001198, 0.00041, 0.000273]",1,1,True
0000223_01802_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000223_01802_d_0000005.jpg,car,7,"[0.00387, 0.003461, 0.003212, 0.001485, 0.001459, 0.001143, 0.001088, 0.000996, 0.00099, 0.000743, 0.000732, 0.000664, 0.000627, 0.00053, 0.000404, 0.000339, 0.000336, 0.000273, 0.000251, 0.000243, 0.000231, 0.000223, 0.000208, 0.000189, 0.000189, 0.000189, 0.000159, 0.000147, 0.000135, 0.000127, 0.000107, 9.4e-05, 9.2e-05, 8.2e-05, 7.4e-05, 6.9e-05, 5.4e-05, 4.1e-05]",4 or more,4 or more,True
0000237_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000237_00001_d_0000001.jpg,motor,1,[0.001206],1,1,True
0000242_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00001_d_0000001.jpg,truck,2,"[0.04849, 0.004352]",2,2,True
0000242_00500_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00500_d_0000002.jpg,car,8,"[0.0101, 0.004942, 0.003997, 0.00305, 0.002083, 0.001796, 0.001674, 0.001042, 0.00099, 0.000459, 0.000301, 0.000257, 0.000255, 0.000251, 0.000251, 0.000226, 0.000201, 0.000191, 0.000191, 0.000174, 0.000139, 0.000116, 6.9e-05, 4.8e-05]",4 or more,4 or more,True
0000242_00627_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00627_d_0000003.jpg,truck,1,"[0.008763, 0.000887, 0.00059]",1,1,True
0000242_00843_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00843_d_0000004.jpg,car,2,"[0.083773, 0.080208]",2,2,True
0000242_00963_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00963_d_0000005.jpg,pedestrian,1,[0.001929],1,1,True
0000242_01139_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_01139_d_0000006.jpg,motor,2,"[0.003333, 0.001181, 0.000984, 0.000648, 0.000295, 2.9e-05]",2,2,True
0000242_01475_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_01475_d_0000007.jpg,tricycle,1,[0.001188],1,1,True
0000242_01912_d_0000008.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_01912_d_0000008.jpg,car,4,"[0.00321, 0.00142, 0.001296, 0.001065, 0.000891, 0.000891, 0.000806, 0.000787, 0.000777, 0.000521, 0.000463, 0.000424, 0.000405, 0.000318, 0.000313, 0.000255, 0.000243, 0.000216, 0.000212, 0.000162, 0.000139, 0.000116, 5.8e-05, 5.8e-05, 5.8e-05, 4.8e-05, 3.9e-05, 3.1e-05, 2.3e-05]",4 or more,4 or more,True
0000242_02400_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_02400_d_0000009.jpg,motor,1,"[0.00173, 0.000955, 0.000394]",1,1,True
0000242_02762_d_0000010.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_02762_d_0000010.jpg,car,18,"[0.006759, 0.004726, 0.00349, 0.003086, 0.002963, 0.002928, 0.002284, 0.00208, 0.002025, 0.00189, 0.001856, 0.001736, 0.001705, 0.001447, 0.001242, 0.001148, 0.001146, 0.001013, 0.000934, 0.000887, 0.000521]",4 or more,4 or more,True
0000242_03199_d_0000011.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_03199_d_0000011.jpg,car,3,"[0.004321, 0.002901, 0.002153, 0.000694, 0.000401]",3,3,True
0000242_03668_d_0000012.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_03668_d_0000012.jpg,van,1,[0.002689],1,1,True
0000242_04116_d_0000013.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_04116_d_0000013.jpg,awning-tricycle,1,[0.003374],1,1,True
0000242_04600_d_0000014.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_04600_d_0000014.jpg,awning-tricycle,1,[0.002809],1,1,True
0000242_05059_d_0000015.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_05059_d_0000015.jpg,motor,2,"[0.001944, 0.001458, 0.000868, 0.00082, 0.000463, 0.00026, 0.000231, 1.9e-05]",2,2,True
0000242_05570_d_0000016.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_05570_d_0000016.jpg,car,5,"[0.008602, 0.002689, 0.001833, 0.001686, 0.001566, 0.000926, 0.00071, 0.000666, 0.000193, 0.000174, 0.000156, 0.000122, 0.000108, 8.1e-05, 6.8e-05, 4.8e-05]",4 or more,4 or more,True
0000242_06010_d_0000017.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_06010_d_0000017.jpg,car,2,"[0.001667, 0.001304, 0.00055, 0.000521, 0.000367, 0.000201, 0.000191, 0.000108, 9.5e-05, 9.5e-05, 8.1e-05, 8.1e-05, 8.1e-05, 6.9e-05, 6.8e-05, 5.4e-05, 4.8e-05, 4.8e-05, 4.8e-05, 3.9e-05, 3.9e-05, 3.1e-05, 3.1e-05, 2.3e-05, 2.3e-05, 1.5e-05]",2,2,True
0000242_06452_d_0000018.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_06452_d_0000018.jpg,bus,1,"[0.001728, 0.000648]",1,1,True
0000244_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_00001_d_0000001.jpg,van,1,"[0.002971, 0.000772, 0.000432, 0.000426, 0.000191, 6.8e-05]",1,1,True
0000244_00500_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_00500_d_0000002.jpg,awning-tricycle,5,"[0.002708, 0.002492, 0.00164, 0.001615, 0.001447]",4 or more,4 or more,True
0000244_01000_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_01000_d_0000003.jpg,car,10,"[0.005833, 0.004485, 0.004213, 0.003885, 0.003194, 0.002758, 0.001975, 0.001705, 0.001574, 0.001242, 0.000843, 0.00077, 0.000556, 0.000525, 0.000521, 0.000351, 0.000301, 0.000301, 0.000247, 0.000247, 0.000212, 0.000176, 0.000174, 0.000174, 0.000174, 0.00017, 0.000139, 0.000127, 0.000123, 0.000123, 0.000122, 0.000116, 0.000108, 0.000108, 0.000106, 9.5e-05, 9.3e-05, 8.7e-05, 6.9e-05, 6.9e-05, 6.9e-05, 6.9e-05, 6.8e-05, 6.8e-05, 4.8e-05, 4.8e-05, 4.6e-05, 3.9e-05, 3.9e-05, 3.9e-05, 3.9e-05, 2.9e-05]",4 or more,4 or more,True
0000244_01500_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_01500_d_0000004.jpg,bus,1,"[0.001003, 0.000451]",1,1,True
0000244_02000_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_02000_d_0000005.jpg,van,4,"[0.00717, 0.001418, 0.001273, 0.001148, 0.000382, 0.000233, 0.000189, 0.000104, 6.8e-05]",4 or more,4 or more,True
0000244_02500_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_02500_d_0000006.jpg,van,5,"[0.006146, 0.00321, 0.003187, 0.001655, 0.001082, 0.000401, 0.000347, 0.000251, 0.000251, 0.000139, 9.5e-05]",4 or more,4 or more,True
0000244_03000_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_03000_d_0000007.jpg,bus,1,[0.001613],1,1,True
0000244_03500_d_0000008.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_03500_d_0000008.jpg,awning-tricycle,2,"[0.002546, 0.00135]",2,2,True
0000244_04000_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_04000_d_0000009.jpg,motor,1,"[0.002099, 0.000885, 0.000772, 0.000625, 0.000608, 0.000255]",1,1,True
0000244_04400_d_0000010.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_04400_d_0000010.jpg,truck,5,"[0.018906, 0.010702, 0.00859, 0.007774, 0.002539]",4 or more,4 or more,True
0000244_04900_d_0000011.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_04900_d_0000011.jpg,truck,7,"[0.016875, 0.01331, 0.011285, 0.008611, 0.004657, 0.004074, 0.002801, 0.000648]",4 or more,4 or more,True
0000244_05400_d_0000012.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_05400_d_0000012.jpg,tricycle,2,"[0.001319, 0.001076, 0.000851, 8.1e-05, 6.8e-05]",2,2,True
0000244_05900_d_0000013.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_05900_d_0000013.jpg,car,5,"[0.001632, 0.001582, 0.001508, 0.001279, 0.001111, 0.000988, 0.000891, 0.000806, 0.000799, 0.000754, 0.00054, 0.000525, 0.000521, 0.000492, 0.000476, 0.000463, 0.000417, 0.000405, 0.000401, 0.000378, 0.000347, 0.000324, 0.000318, 0.000301, 0.000243, 0.000231, 0.000203, 0.000193, 0.000174, 0.000139, 0.000139, 0.000135, 9.5e-05, 8.1e-05, 5.8e-05, 3.9e-05, 3.9e-05, 3.9e-05, 3.9e-05, 3.9e-05, 3.1e-05, 2.3e-05, 2.3e-05]",4 or more,4 or more,True
0000244_06388_d_0000014.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_06388_d_0000014.jpg,car,1,"[0.00125, 0.000916, 0.000721, 0.000702, 0.000679, 0.000666, 0.000648, 0.000586, 0.000579, 0.000567, 0.000502, 0.000502, 0.000432, 0.000376, 0.000376, 0.000301, 0.000297, 0.000289, 0.000278, 0.000262, 0.000255, 0.000251, 0.000231, 0.000231, 0.000212, 0.000193, 0.000174, 0.000174, 0.000122, 0.000122, 0.000108, 0.000106, 9.5e-05, 9.3e-05, 4.8e-05]",1,1,True
0000249_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_00001_d_0000001.jpg,awning-tricycle,1,[0.001017],1,1,True
0000249_00235_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_00235_d_0000002.jpg,car,10,"[0.008384, 0.006846, 0.005556, 0.003403, 0.002755, 0.002296, 0.002033, 0.001458, 0.001302, 0.001119, 0.000976, 0.000972, 0.000733, 0.000696, 0.000656, 0.00059, 0.000525, 0.000486, 0.000367, 0.000365, 0.000301, 0.000278, 0.000193, 0.000191, 0.000154, 0.000139, 0.000123, 0.000108, 8.1e-05, 5.4e-05, 5.4e-05, 4.6e-05, 2.9e-05]",4 or more,4 or more,True
0000249_00603_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_00603_d_0000003.jpg,van,3,"[0.006921, 0.003017, 0.001605, 0.000772, 0.00059, 0.000326, 0.000326, 0.000123, 9.5e-05, 4.6e-05]",3,3,True
0000249_01100_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_01100_d_0000004.jpg,car,5,"[0.00599, 0.003765, 0.003457, 0.00173, 0.001111, 0.000617, 0.000594, 0.000432, 0.000376, 0.000326, 0.000309, 0.000293, 0.000243, 0.000231, 0.000208, 0.000191, 0.000139]",4 or more,4 or more,True
0000249_01514_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_01514_d_0000005.jpg,truck,1,[0.005093],1,1,True
0000249_01635_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_01635_d_0000006.jpg,tricycle,1,"[0.001082, 0.00034, 0.000189, 3.9e-05, 1.5e-05]",1,1,True
0000249_02073_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_02073_d_0000007.jpg,truck,1,"[0.013623, 0.000108]",1,1,True
0000249_02468_d_0000008.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_02468_d_0000008.jpg,tricycle,1,[0.003808],1,1,True
0000249_02900_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_02900_d_0000009.jpg,van,1,"[0.001231, 0.000806, 0.000521]",1,1,True
0000249_03400_d_0000010.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_03400_d_0000010.jpg,car,19,"[0.013021, 0.004774, 0.004261, 0.004064, 0.003461, 0.003231, 0.003148, 0.002546, 0.002222, 0.002199, 0.001998, 0.001904, 0.001902, 0.001813, 0.001775, 0.001563, 0.001562, 0.001181, 0.001142, 0.000937, 0.000781, 0.00071, 0.00066, 0.000625, 0.000625, 0.000573, 0.000521, 0.000486, 0.000482, 0.000451, 0.000424, 0.000405, 0.000351, 0.000347, 0.000301, 0.000301, 0.000301, 0.000301, 0.000255, 0.000251, 0.000233, 0.000212, 0.000193, 0.000123, 0.000122, 0.000108]",4 or more,4 or more,True
0000249_03900_d_0000011.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_03900_d_0000011.jpg,truck,2,"[0.005903, 0.002546, 0.000972, 0.000602, 0.000347, 0.00027, 0.000191]",2,2,True
0000253_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000253_00001_d_0000001.jpg,bus,1,[0.001053],1,1,True
0000256_00715_d_0000019.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000256_00715_d_0000019.jpg,bus,3,"[0.01138, 0.004758, 0.004567, 0.000623]",3,3,True
0000256_02173_d_0000030.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000256_02173_d_0000030.jpg,car,6,"[0.012209, 0.0017, 0.001216, 0.001153, 0.001153, 0.001076, 0.000995, 0.000973, 0.000888, 0.000882, 0.000867, 0.000437, 0.000384, 0.000288, 0.000277, 0.000196, 0.000183]",4 or more,4 or more,True
0000263_02401_d_0000179.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000263_02401_d_0000179.jpg,car,9,"[0.013544, 0.010458, 0.009389, 0.008725, 0.007843, 0.005392, 0.005087, 0.003176, 0.001861]",4 or more,4 or more,True
0000269_00001_d_0000348.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000269_00001_d_0000348.jpg,tricycle,1,"[0.003811, 0.000196, 0.000115, 3.4e-05, 1.9e-05]",1,1,True
0000269_00201_d_0000349.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000269_00201_d_0000349.jpg,van,1,"[0.001863, 0.000545, 0.000475, 0.000475]",1,1,True
0000269_00601_d_0000351.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000269_00601_d_0000351.jpg,motor,1,"[0.001144, 0.000577, 0.000415, 0.000296, 0.00013, 6.3e-05, 4.6e-05]",1,1,True
0000271_00001_d_0000374.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_00001_d_0000374.jpg,awning-tricycle,1,[0.002368],1,1,True
0000271_00201_d_0000375.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000271_00201_d_0000375.jpg,awning-tricycle,3,"[0.006234, 0.003124, 0.002499]",3,3,True
