videoID,question,prediction_text,predicted_idx,answer_idx,correct
3456030972,what is the relationship between the man in red and the chidlren in the room,3,3,3,True
9498159305,what animal is beside the man as he is sitting,4,4,4,True
7605329840,what does the man wear on his head,1,1,1,True
4166942239,where is this happening,2,2,2,True
9565310990,where is the baby hanging out,3,3,0,False
7223854838,how are the people positioned in the video,3,3,3,True
2535384528,how many people are together on the field,2,2,0,False
2885091387,where is the car travelling,4,4,4,True
5047408177,where is this place,4,4,4,True
3784543730,where is the man cycling,4,4,4,True
6011836129,where is this place,1,1,1,True
4013751996,where is the girl hanging out,2,2,2,True
10607095936,what type of performance is this,4,4,4,True
3233088823,what is the bulldozer deployed to do,0,0,0,True
3469864014,where was the fish lying on,0: cutting board,0,0,True
2833209794,how many bags is the man in black carrying,3,3,1,False
5008618500,what is the lady trying to do with the girl in this video,2,2,2,True
3814690167,where is this place,1,1,1,True
2434859163,what animal is this,0,0,1,False
4372494989,where are the people hanging out,3,3,3,True
10607095936,what does the cross on the lady s costume represent,2,2,2,True
6542914065,who capture the ball at the end,4,4,3,False
5635265624,what is baby trying to do near the black bag,2,2,2,True
6011836129,how many ladies are doing yoga,3,3,4,False
3526597179,what is the relationship between the man in blue and the lady in white,4,4,0,False
4968805923,how many people are in the video,3,3,0,False
9576671750,how many phones are shown in the video,3,3,3,True
3263908208,what is the color of the nearest sailboat,4,4,4,True
12392885583,what did the baby put in his mouth,3,3,3,True
5667931404,what is the animal printed on the baby s jacket,0,0,1,False
3429509208,how did the boy kept his feet warm,3,3,4,False
7416295940,where is the baby playing,3,3,3,True
6964124866,where are the people sitting at,3,3,3,True
5008618500,where is this place,1,1,1,True
8171216955,what is the girl hitting,2,2,2,True
3869005094,where is this video taken,3,3,3,True
2731071928,how many children are in the video,0,0,0,True
10030609934,what colour is the two toy cars shown in the middle of the video,2,2,1,False
5229476012,how did the lady see the boy clearly,2,2,1,False
4136617240,how is the girl positioned at the start,3,3,0,False
5940941487,how many people are performing,0,0,0,True
6160414832,what game are they playing,1,1,1,True
3192668394,where are the people hanging out,4,4,4,True
4138579400,how many times did he put stuffs in the cup before it dropped,3,3,4,False
4635309062,where are the two men cooking,0,0,0,True
8594309349,what is the animal in the video,1,1,1,True
3164519967,how did the baby kept himself warm,3,3,1,False
4146348376,where are the men hanging out,0,0,0,True
5237219621,how do you know that the woman with black spectacles at the start is married,2,2,2,True
4378803532,where is this video taken,2,2,2,True
2697214342,how did the guys working protect themself from any injury,2,2,2,True
3380344744,what is the lady wearing to prevent herself from getting wet,1,1,0,False
2796821016,where are the boys hanging out,1,1,0,False
4249756405,how many people are there in the video,1,1,1,True
9735768590,how many babies are in the video,3,3,3,True
4765717907,where are the man and the boy playing,3,3,3,True
8575881495,where are the people hanging out,0,0,0,True
4757890069,how many vehicles passed by,0,0,4,False
2857132732,how does the baby feel about the instrument,2,2,2,True
2810112808,how do the three people position themselves in the room,4,4,4,True
5863411262,how does the donkey look at the end,3,3,1,False
7288107396,where is this video taken,4,4,4,True
6244382586,what alphabet is on the wall shown at the end,3,3,4,False
2920952624,where is this happening,0,0,0,True
10082798964,what is the relation between the kid and lady,3,3,0,False
10127533784,what is the role of the man standing in the background,4,4,4,True
3462517143,where is the container at,2,2,2,True
4419096437,how many times does the person signal for the cat to close its eyes,3,3,0,False
5134317883,what does the man in red initially do with a spoon,2,2,2,True
6205856607,where is the man and the girl,1,1,4,False
9498159305,where is this video taken,1,1,1,True
7288107396,where is the child before he runs on the floor,2,2,2,True
2697214342,where are they working,2,2,2,True
4249756405,what instrument is the man playing,2,2,2,True
7651639778,where is the video being taken,4,4,4,True
9576671750,what is the person holding,0,0,0,True
2810112808,what are these people holding in their hands,2,2,2,True
3851961428,where is this video taken,3,3,3,True
9208803675,where is this happening,4,4,4,True
2973331780,where is this video taken,0,0,0,True
2973331780,how did the lady in black express her feeling as she sang,1,1,0,False
4087013668,where did the baby take the peels from,1,1,1,True
3372023610,what are the possible relationships among the 4 people,0,0,4,False
6163877860,how was the baby positioned at the start of the video,4,4,2,False
3060478605,how many people were riding the horse,1,1,0,False
5134317883,whta are the two men doing in the video,1,1,1,True
5349766264,how did the man in black checkered see clearly,4,4,4,True
3530231811,what is the possible relationship among the people on the stage,4,4,4,True
6272786009,what event is taking place,0,0,0,True
3321261856,where is this video taken,4,4,4,True
5735711594,where is this place,3,3,3,True
8387356484,where is the baby sitting,0: baby chair,0,0,True
2461993294,where are the people performing,4,4,0,False
8387356484,where is this video taken,4,4,4,True
4485498145,where could this be happening,2,2,2,True
2400171624,where are the people hanging out,0,0,4,False
13569831214,what is the relation between two people skiing down the snow,3,3,3,True
10607095936,how many people are involved in the video,1,1,0,False
14012319794,how many children are in the video,0,0,4,False
4485498145,who is the woman talking to initially,3,3,3,True
4419096437,where is the cat resting,4,4,4,True
3158022797,what is the relationship of the people in the video,3,3,3,True
3869005094,how many people are in the video,4,4,1,False
8318310610,how many girls are involved in the video,1,1,1,True
3902997424,how many people were watching the man playing keyboard,1,1,4,False
4935987905,how many dogs are there in the video,1,1,3,False
3121571439,what is the relation between the man in black and the lady in pink,3,3,0,False
5333075105,how did the man kept his head warm,1,1,1,True
3375218204,what is the relationship between the man and the two kids,3,3,3,True
4846820256,how did the people protect their head from the sun,4,4,4,True
3897746373,how many people are standing on the white stage at the end,4,4,1,False
5048503508,where are the people hanging out,0,0,0,True
7288107396,what animal is shown in the video,1,1,1,True
4882821564,how many children are in the video,0,0,1,False
4774302357,where is this video taken,2,2,2,True
13296054183,where is this place,3,3,3,True
5945172741,what was the design of the child's shirt,3,3,3,True
7508439506,how many people are there in the video,0: two,0,1,False
2782307049,where is this video taken,1,1,1,True
2401167740,where is the man,1,1,3,False
6244675392,where are the people hanging out,0,0,0,True
7887764754,where could this be happening,2,2,2,True
9528990839,where is this video taken,3,3,3,True
8752043000,where is the baby lying on,4,4,4,True
7651639778,what gesture did the man in blue jacket did with the man in black jacket,2,2,3,False
4967810888,how are the people there positioned excluding speaker,4,4,0,False
5987365500,what did the girl do with her hands at the end of the video,2,2,3,False
4127497265,which part of the toy did the boy chew for the first time,1,1,1,True
5308503740,how many rabbits are there in the video,4,4,4,True
2854886555,what kind of fruit does the boy pick,0: red fruit,0,0,True
4127497265,what toy is the baby holding,1,1,1,True
6183104292,where is this place,1,1,1,True
3719793245,what is the girl playing,1,1,1,True
7149153537,where is this video taken,1,1,1,True
11584566583,how many people are speaking on the microphone,0,0,0,True
5766018720,how is the baby positioned as she plays the toys,4,4,0,False
6964124866,where are the people hanging out,2,2,2,True
3322503255,where is this video taken,1,1,1,True
5467727317,how many elephants are there,4,4,4,True
6253433310,what was the colour of the boy s goggles,0,0,0,True
6205856607,what is the animal show in the video,1,1,3,False
2984974097,where is the girl cycling,1,1,1,True
4127497265,where is the baby playing with his toy,4,4,4,True
2697214342,how many guys can be seen working in the video,1,1,1,True
3595273118,what is this event,1,1,1,True
9531760182,where are the people hanging out,1,1,1,True
4179163342,where is this video taken,0,0,0,True
5333075105,how did the man kept his palm warm,2,2,2,True
3719793245,what is the relationship between the girl and the lady,1,1,1,True
4179163342,what are the children playing,1,1,1,True
4219909195,where is this video taken,2,2,2,True
4889681401,what was on the back of the bicycles,1,1,1,True
2871995580,how many children are in the video,0,0,1,False
6160414832,what are the possible relationships among the people in the video,3,3,3,True
7331927796,how many dogs are there in the video,3,3,4,False
8604794910,how did the children protect their head from the sun,3,3,2,False
6879924118,where are the people,3,3,1,False
6727904179,where is this video taken,2,2,2,True
4838145161,where is this video taken,1,1,1,True
8797589693,where is this happening,4,4,4,True
3429509208,where is this video taken,3,3,0,False
2717347132,where is this place,4,4,2,False
4671452046,where is this video taken,2,2,2,True
3942617402,where is the train running,3,3,3,True
4279106208,where is this place,1,1,1,True
5549243726,where are the children hanging out,0: living room,0,0,True
5919180502,how many people are sitting at the ledge of the swimming pool,0,0,2,False
9576671750,what is in the background of the video,2,2,2,True
2510696559,how many people are cycling in the video,2,2,2,True
5498331490,how many cats are there,4,4,4,True
2614918961,what toy is the children playing with,1,1,1,True
2434859163,where is this place,4,4,1,False
5926256714,how are the boy s arms positioned,1,1,0,False
5885887012,judging from the video where is the baby playing,2,2,2,True
11566980553,what is the relationship between the boy and the lady,4,4,4,True
11670386946,how many people are mainly involved in the video,2,2,2,True
2990321092,what were the men trying to do,4,4,4,True
5987365500,how does the girl position her other hand not holding the microphone,4,4,2,False
3562017845,what animals are these,4,4,4,True
7771650716,where is this video taken,2,2,2,True
3112351937,how many people are there,3,3,4,False
13884293626,what is the possible relationship between the lady in purple and man in brown,3,3,3,True
6168716346,from the types of clothes they are wearing what weather it could be,3,3,2,False
3375218204,where is this happening,2,2,2,True
4483447009,how many ducks are involved in the video,3,3,4,False
